config,benign_run_alert_rate,benign_run_keep_rate,benign_persist_alerts_per_hour,benign_block_alerts_per_hour,anomaly_detect_rate,median_time_to_detect_s,p90_time_to_detect_s,detect_within_120s,detect_within_300s,detect_within_600s
tier0,0.25,0.75,141.03092783505156,141.03092783505156,0.45,30.0,606.0,0.3,0.3,0.4
tier0_tier1,0.25,0.75,140.10309278350516,140.10309278350516,0.8,235.5,848.0,0.4,0.4,0.6
tier0_tier1_tier2,0.25,0.75,140.10309278350516,140.10309278350516,0.9,76.0,853.7000000000002,0.5,0.5,0.7
