feature_profile,config,n_cases,n_features,fit_eval_seconds,roc_auc,pr_auc,roc_auc_wc,pr_auc_wc,fpr_run_alert,tpr_run_alert,median_nominal_score,median_anomaly_score,median_nominal_score_wc,median_anomaly_score_wc
mixed,tier0,24,46,2.2513339999713935,0.8,0.9318987314285302,1.0,1.0000000000000002,0.0,0.3,0.0033380340116918325,0.007402396374665934,0.0,0.004208253377378462
mixed,tier0_tier1,24,57,2.757603125006426,0.8375,0.9536249219047206,1.0,1.0000000000000002,0.0,0.45,4.7055693386962873e-05,0.00011628976488481908,0.0,6.610060048429665e-05
mixed,tier0_tier1_tier2,24,64,3.095333584002219,0.8375,0.9536249219047206,1.0,1.0000000000000002,0.0,0.45,5.0889421816182305e-05,0.00012909850854568255,0.0,7.003772594394819e-05
