config,n_cases,top1_acc,top2_acc,balanced_acc,macro_f1,mean_margin_to_second,median_margin_to_second
tier0,20,0.25,0.55,0.25,0.19717171717171716,0.011275792845019403,0.008869365676403056
tier0_tier1,20,0.05,0.45,0.05,0.05,0.01193941320715811,0.008449191717194167
tier0_tier1_tier2,20,0.3,0.5,0.3,0.23714285714285716,0.015422117232104612,0.013391609100255053
