status,gain,block_B,alpha,persist_k,pr_auc_wc,roc_auc_wc,pr_auc,roc_auc,anomaly_detect_rate,benign_run_alert_rate,benign_run_keep_rate,median_time_to_detect_s,diag_source,diag_top1_acc,diag_top2_acc,diag_macro_f1,diag_selective_top2_acc,diag_selective_coverage,diag_mechanism_top1_proxy,diag_mechanism_top2_proxy,diag_mechanism_top3_proxy,feature_profile,selection_mode,diag_strong_score,has_diag_over_0_8,alert_utility
ok,0.35,60,0.02,1,1.0000000000000002,1.0,0.9924874686716793,0.9625,0.95,0.0,1.0,60.0,feature-level,0.3,0.4,0.2,0.8333333333333334,0.3,0.5666666666666667,1.0,1.0,full,diagnosis_low_fp,1.0,1,1.085
