config,holdout_workload,case_id,workload,stressor,label,dominant_tier,tier0_contrib,tier1_alt_contrib,tier2_contrib,tier0_share,tier1_alt_share,tier2_share,dominant_mechanism,compute_contrib,compute_share,memory_io_contrib,memory_io_share,thermal_power_contrib,thermal_power_share,scheduler_runtime_contrib,scheduler_runtime_share,platform_pressure_contrib,platform_pressure_share,top_feature_1,top_feature_score_1,top_feature_2,top_feature_score_2,top_feature_3,top_feature_score_3,top_feature_4,top_feature_score_4,top_feature_5,top_feature_score_5,top_mechanism_1,top_mechanism_score_1,top_mechanism_2,top_mechanism_score_2,top_mechanism_3,top_mechanism_score_3
tier0,ALL,PY_AI__NOMINAL,PY_AI,NOMINAL,0,tier0,0.004006601536276745,0.0,0.0,1.0,0.0,0.0,memory_io,0.0013971647454359797,0.3487156715699603,0.001742130001554912,0.43481488882316927,0.0,0.0,0.0005555784768694127,0.13866576744382242,0.00031172831241644075,0.07780367216304811,tier0:cpu_times_idle_pct,0.0003542080211167762,tier0:cpu_pct,0.00016660632615307834,tier0:net_sent_Bps,0.00016119512064940701,tier0:cpu_times_user_pct,0.0001604624877842514,tier0:net_sent_Pps,0.00014863774102915868,memory_io,0.001742130001554912,compute,0.0013971647454359797,scheduler_runtime,0.0005555784768694127
tier0,ALL,PY_AI__TLB,PY_AI,TLB,1,tier0,0.007897533463744128,0.0,0.0,1.0,0.0,0.0,memory_io,0.0017987724973990607,0.227763833563585,0.004274559201235462,0.5412524329094699,0.0,0.0,0.0009439699034811107,0.11952717994987584,0.0008802318616284947,0.11145655357706924,tier0:uptime_s,0.0006827885445937116,tier0:swap_percent,0.0003556940664556768,tier0:swap_used_bytes,0.0003546083712872905,tier0:swap_free_bytes,0.00034113224417409464,tier0:soft_interrupts,0.00032881749550672226,memory_io,0.004274559201235462,compute,0.0017987724973990607,scheduler_runtime,0.0009439699034811107
tier0,ALL,PY_STATS__ATOMIC,PY_STATS,ATOMIC,1,tier0,0.028437863430339667,0.0,0.0,1.0,0.0,0.0,memory_io,0.0025523621560390075,0.08975224746722547,0.011653721648734938,0.40979596365533794,0.0,0.0,0.005587618844160154,0.19648518454444994,0.008644160781405572,0.3039666043329868,tier0:uptime_s,0.008020592141798273,tier0:soft_interrupts,0.0018230588486596994,tier0:mem_inactive_bytes,0.0014681383658701904,tier0:syscalls,0.0014508486348783593,tier0:mem_percent,0.0011569125619643426,memory_io,0.011653721648734938,platform_pressure,0.008644160781405572,scheduler_runtime,0.005587618844160154
tier0,ALL,PY_STATS__BRANCH,PY_STATS,BRANCH,1,tier0,0.019990826224285135,0.0,0.0,1.0,0.0,0.0,memory_io,0.002225628918015418,0.1113325128759157,0.008448467922364878,0.42261724590960437,0.0,0.0,0.0038805369494063916,0.1941158862504773,0.005436192434498448,0.2719343549640027,tier0:uptime_s,0.004853063042175849,tier0:mem_free_bytes,0.0011331047112499801,tier0:ctx_switches,0.001124070037343219,tier0:soft_interrupts,0.0010405896909503707,tier0:mem_inactive_bytes,0.0009862359081707068,memory_io,0.008448467922364878,platform_pressure,0.005436192434498448,scheduler_runtime,0.0038805369494063916
tier0,ALL,PY_STATS__CACHE,PY_STATS,CACHE,1,tier0,0.010573740031685753,0.0,0.0,0.9999999999999999,0.0,0.0,memory_io,0.001983686489946213,0.18760499917737783,0.004594999037910371,0.43456705235241133,0.0,0.0,0.0018053774882838018,0.17074161865846188,0.0021896770155453663,0.2070863298117487,tier0:uptime_s,0.0013693381156154542,tier0:mem_free_bytes,0.0007986468649316344,tier0:ctx_switches,0.000715593948234221,tier0:syscalls,0.00040598000093798224,tier0:mem_inactive_bytes,0.0004040141034509402,memory_io,0.004594999037910371,platform_pressure,0.0021896770155453663,compute,0.001983686489946213
tier0,ALL,PY_STATS__MEMBW,PY_STATS,MEMBW,1,tier0,0.025140234625208834,0.0,0.0,1.0,0.0,0.0,memory_io,0.002494885416218022,0.0992387483017493,0.010375479933681792,0.4127041807031507,0.0,0.0,0.004928471037003403,0.19603918223028372,0.007341398238305612,0.2920178887648161,tier0:uptime_s,0.00636831361735978,tier0:soft_interrupts,0.0015330433886767266,tier0:mem_inactive_bytes,0.001219972567224496,tier0:syscalls,0.0012063944944943963,tier0:ctx_switches,0.001107730699657819,memory_io,0.010375479933681792,platform_pressure,0.007341398238305612,scheduler_runtime,0.004928471037003403
tier0,ALL,PY_STATS__NOMINAL,PY_STATS,NOMINAL,0,tier0,0.0032184876669793844,0.0,0.0,0.9999999999999996,0.0,0.0,compute,0.001585436571331527,0.49260296616873184,0.001065925614062012,0.33118834817919446,0.0,0.0,0.00036155423287798766,0.11233668427175098,0.0002055712487078586,0.0638720013803226,tier0:cpu_times_idle_pct,0.0003248518915475039,tier0:mem_free_bytes,0.00017995189936243137,tier0:net_sent_Bps,0.0001763373313710086,tier0:net_sent_Pps,0.00014691715191370345,tier0:ctx_switches,0.00013976388938311343,compute,0.001585436571331527,memory_io,0.001065925614062012,scheduler_runtime,0.00036155423287798766
tier0,ALL,PY_STATS__TLB,PY_STATS,TLB,1,tier0,0.015327481634185807,0.0,0.0,1.0000000000000002,0.0,0.0,memory_io,0.002094708842100756,0.1366636015031198,0.0061400465558663474,0.40059069731141167,0.0,0.0,0.002841561978829928,0.1853900103518781,0.004251164257388775,0.2773556908335905,tier0:uptime_s,0.0036877102398435533,tier0:mem_free_bytes,0.0009178186921472568,tier0:ctx_switches,0.0008843325662134423,tier0:soft_interrupts,0.00082477092112997,tier0:syscalls,0.0006121288997753323,memory_io,0.0061400465558663474,platform_pressure,0.004251164257388775,scheduler_runtime,0.002841561978829928
tier0,ALL,VIDEO_SW__ATOMIC,VIDEO_SW,ATOMIC,1,tier0,0.009568726252154044,0.0,0.0,1.0000000000000002,0.0,0.0,memory_io,0.0017739597082469727,0.1853914159000663,0.0053597008776718625,0.5601268900827135,0.0,0.0,0.0018039397161440551,0.18852454011190523,0.0006311259500911514,0.06595715390531492,tier0:mem_free_bytes,0.0009136822463454354,tier0:ctx_switches,0.0007554352335428602,tier0:mem_percent,0.0006201925916687363,tier0:mem_available_bytes,0.0006195139300539465,tier0:mem_used_bytes,0.0005528811217509479,memory_io,0.0053597008776718625,scheduler_runtime,0.0018039397161440551,compute,0.0017739597082469727
tier0,ALL,VIDEO_SW__BRANCH,VIDEO_SW,BRANCH,1,tier0,0.014682279463067143,0.0,0.0,1.0000000000000002,0.0,0.0,memory_io,0.0019982650497758618,0.13610046415493188,0.0073091192361063265,0.49781910598365936,0.0,0.0,0.0030263652043086434,0.20612366165086146,0.002348529972876311,0.15995676821054738,tier0:uptime_s,0.002012269444167065,tier0:mem_free_bytes,0.0013404637944140901,tier0:ctx_switches,0.0011862859727954959,tier0:soft_interrupts,0.0009221423823892074,tier0:swap_used_bytes,0.000609311508212304,memory_io,0.0073091192361063265,scheduler_runtime,0.0030263652043086434,platform_pressure,0.002348529972876311
