stressor,tier0_share,tier1_alt_share,tier2_share,dominant_tier_mode
ATOMIC,0.7230230461604671,0.19143796305634753,0.08553899078318553,tier0
BRANCH,0.7681182091144101,0.1423857339919349,0.08949605689365504,tier0
CACHE,0.6104942137812664,0.15039757371550422,0.23910821250322925,tier0
MEMBW,0.7635089513976222,0.16477052043479803,0.0717205281675797,tier0
TLB,0.7165790948277283,0.19372384837727427,0.08969705679499726,tier0
