config,n_cases,top1_acc,top2_acc,balanced_acc,macro_f1,mean_margin_to_second,median_margin_to_second
tier0,20,0.25,0.45,0.25,0.19272727272727275,0.010228683678060065,0.006218625769081568
tier0_tier1,20,0.15,0.45,0.15,0.1388888888888889,0.011697648216663145,0.00832827908886545
tier0_tier1_tier2,20,0.3,0.5,0.3,0.23714285714285716,0.015156616639680213,0.01317673622573158
