true_stressor,CACHE,TLB,BRANCH,MEMBW,ATOMIC
CACHE,0,1,0,1,2
TLB,1,1,1,0,1
BRANCH,1,1,0,0,2
MEMBW,2,0,0,0,2
ATOMIC,2,0,0,0,2
