stressor,dominant_mechanism_mode,compute_share,memory_io_share,thermal_power_share,scheduler_runtime_share,platform_pressure_share,feature_profile
ATOMIC,compute,0.3295385251878398,0.3332413789019298,0.09708188329846608,0.12876189884045544,0.11137631377130888,full
BRANCH,memory_io,0.29770211678490344,0.38889566267689496,0.07172340516315395,0.1580693803051796,0.08360943506986795,full
CACHE,memory_io,0.44113389553758603,0.32259157431414665,0.06517203887233669,0.09882655186106137,0.07227593941486929,full
MEMBW,memory_io,0.304597749054618,0.37275492193243465,0.0942581343153389,0.12499837541513172,0.10339081928247673,full
TLB,memory_io,0.32632571892930773,0.34993473700711086,0.10242783135803839,0.1296770758017875,0.09163463690375559,full
