config,n_cases,top1_acc,top2_acc,balanced_acc,macro_f1,mean_margin_to_second,median_margin_to_second,feature_profile
tier0,20,0.35,0.7,0.35,0.3587301587301587,0.012568958253601317,0.01117555677918497,full
tier0_tier1,20,0.35,0.5,0.35,0.27272727272727276,0.01963275374975091,0.018384202739398663,full
tier0_tier1_tier2,20,0.4,0.6,0.4,0.3618181818181818,0.015044594812214629,0.012499716299481513,full
