config,benign_run_alert_rate,benign_persist_alerts_per_hour,benign_block_alerts_per_hour,anomaly_detect_rate,median_time_to_detect_s,p90_time_to_detect_s,detect_within_120s,detect_within_300s,detect_within_600s,feature_profile
tier0,0.0,0.0,0.0,0.3,73.5,734.0,0.2,0.2,0.2,full
tier0_tier1,0.0,0.0,0.0,0.55,62.0,836.0,0.35,0.4,0.4,full
tier0_tier1_tier2,0.0,0.0,0.0,0.95,62.0,819.8,0.65,0.65,0.65,full
