config,gate_label,confidence_threshold,n_kept,coverage,abstain_rate,selective_top1_acc,selective_top2_acc,selective_balanced_acc,selective_macro_f1,feature_profile
tier0,trained,-0.06862689974511745,13,0.65,0.35,0.3076923076923077,0.6923076923076923,0.3333333333333333,0.29333333333333333,mixed
tier0,conf_0.00,0.0,11,0.55,0.44999999999999996,0.18181818181818182,0.6363636363636364,0.13333333333333333,0.14666666666666667,mixed
tier0,conf_0.05,0.05,7,0.35,0.65,0.2857142857142857,0.5714285714285714,0.3333333333333333,0.2333333333333333,mixed
tier0,conf_0.10,0.1,5,0.25,0.75,0.2,0.6,0.25,0.13333333333333333,mixed
tier0,conf_0.15,0.15,5,0.25,0.75,0.2,0.6,0.25,0.13333333333333333,mixed
tier0,conf_0.20,0.2,4,0.2,0.8,0.25,0.5,0.3333333333333333,0.13333333333333333,mixed
tier0,conf_0.25,0.25,0,0.0,1.0,,,,,mixed
tier0_tier1,trained,-0.07274396791565119,12,0.6,0.4,0.16666666666666666,0.16666666666666666,0.2,0.14666666666666667,mixed
tier0_tier1,conf_0.00,0.0,11,0.55,0.44999999999999996,0.18181818181818182,0.18181818181818182,0.2,0.16666666666666666,mixed
tier0_tier1,conf_0.05,0.05,8,0.4,0.6,0.125,0.125,0.2,0.08,mixed
tier0_tier1,conf_0.10,0.1,8,0.4,0.6,0.125,0.125,0.2,0.08,mixed
tier0_tier1,conf_0.15,0.15,6,0.3,0.7,0.0,0.0,0.0,0.0,mixed
tier0_tier1,conf_0.20,0.2,5,0.25,0.75,0.0,0.0,0.0,0.0,mixed
tier0_tier1,conf_0.25,0.25,4,0.2,0.8,0.0,0.0,0.0,0.0,mixed
tier0_tier1_tier2,conf_0.00,0.0,15,0.75,0.25,0.13333333333333333,0.3333333333333333,0.15,0.17777777777777776,mixed
tier0_tier1_tier2,conf_0.05,0.05,12,0.6,0.4,0.0,0.25,0.0,0.0,mixed
tier0_tier1_tier2,trained,0.08054385997396346,9,0.45,0.55,0.0,0.2222222222222222,0.0,0.0,mixed
tier0_tier1_tier2,conf_0.10,0.1,7,0.35,0.65,0.0,0.2857142857142857,0.0,0.0,mixed
tier0_tier1_tier2,conf_0.15,0.15,7,0.35,0.65,0.0,0.2857142857142857,0.0,0.0,mixed
tier0_tier1_tier2,conf_0.20,0.2,4,0.2,0.8,0.0,0.25,0.0,0.0,mixed
tier0_tier1_tier2,conf_0.25,0.25,4,0.2,0.8,0.0,0.25,0.0,0.0,mixed
