config,benign_run_alert_rate,benign_run_keep_rate,benign_persist_alerts_per_hour,benign_block_alerts_per_hour,anomaly_detect_rate,median_time_to_detect_s,p90_time_to_detect_s,detect_within_120s,detect_within_300s,detect_within_600s
tier0,0.25,0.75,28.72340425531915,28.72340425531915,0.3,77.5,821.0,0.2,0.2,0.2
tier0_tier1,0.25,0.75,25.851063829787233,25.851063829787233,0.55,60.0,872.0,0.35,0.35,0.4
tier0_tier1_tier2,0.25,0.75,25.851063829787233,25.851063829787233,0.95,60.0,819.0,0.6,0.6,0.65
