stressor,tier0_share,tier1_alt_share,tier2_share,dominant_tier_mode,feature_profile
ATOMIC,0.6057564222826136,0.26195634281488284,0.13228723490250358,tier0,full
BRANCH,0.6323745511288092,0.22023198558258433,0.14739346328860642,tier0,full
CACHE,0.49137926681981836,0.20572077337201475,0.30289995980816686,tier0,full
MEMBW,0.6510943657526985,0.2307325601718997,0.11817307407540181,tier0,full
TLB,0.5753225440802512,0.2777348537057759,0.14694260221397282,tier0,full
