config,n_cases,top1_acc,top2_acc,balanced_acc,macro_f1,mean_margin_to_second,median_margin_to_second,feature_profile
tier0,20,0.6,0.9,0.5,0.4218181818181818,0.0370429547426214,0.03777252790128287,full
tier0_tier1,20,0.4,0.8,0.3333333333333333,0.2793650793650793,0.020625529055693842,0.018746126076639905,full
tier0_tier1_tier2,20,0.5,0.9,0.5555555555555556,0.5087719298245613,0.01643707600537949,0.013681468457536691,full
