idx,all_power,ane_power,cpu_power,ecpu_usage_0,ecpu_usage_1,gpu_power,gpu_ram_power,gpu_usage_0,gpu_usage_1,memory_ram_total,memory_ram_usage,memory_swap_total,memory_swap_usage,pcpu_usage_0,pcpu_usage_1,ram_power,sys_power,temp_cpu_temp_avg,temp_gpu_temp_avg,timestamp
0,12.483062744140623,0.0,12.476137161254885,1094.0,0.046085774898529,0.0069253537803888,0.0,111.0,0.0040622889064252,17179869184.0,13654409216.0,5368709120.0,3745579008.0,2299.0,0.2519731223583221,2.499475479125977,28.531564712524418,64.20641326904297,5.8734002113342285,2026.0
1,12.483062744140623,0.0,12.476137161254885,1094.0,0.046085774898529,0.0069253537803888,0.0,111.0,0.0040622889064252,17179869184.0,13654409216.0,5368709120.0,3745579008.0,2299.0,0.2519731223583221,2.499475479125977,28.531564712524418,64.20641326904297,5.8734002113342285,2026.0
2,12.483062744140623,0.0,12.476137161254885,1094.0,0.046085774898529,0.0069253537803888,0.0,111.0,0.0040622889064252,17179869184.0,13654409216.0,5368709120.0,3745579008.0,2299.0,0.2519731223583221,2.499475479125977,28.531564712524418,64.20641326904297,5.8734002113342285,2026.0
3,12.483062744140623,0.0,12.476137161254885,1094.0,0.046085774898529,0.0069253537803888,0.0,111.0,0.0040622889064252,17179869184.0,13654409216.0,5368709120.0,3745579008.0,2299.0,0.2519731223583221,2.499475479125977,28.531564712524418,64.20641326904297,5.8734002113342285,2026.0
4,12.483062744140623,0.0,12.476137161254885,1094.0,0.046085774898529,0.0069253537803888,0.0,111.0,0.0040622889064252,17179869184.0,13654409216.0,5368709120.0,3745579008.0,2299.0,0.2519731223583221,2.499475479125977,28.531564712524418,64.20641326904297,5.8734002113342285,2026.0
5,12.50300121307373,0.0,12.50300121307373,1082.0,0.0503581799566745,0.0,0.0,0.0,0.0,17179869184.0,13650198528.0,5368709120.0,3745579008.0,2628.0,0.2540614008903503,2.4712843894958496,30.539527893066406,65.2494888305664,22.938398361206055,2026.0
6,12.50300121307373,0.0,12.50300121307373,1082.0,0.0503581799566745,0.0,0.0,0.0,0.0,17179869184.0,13650198528.0,5368709120.0,3745579008.0,2628.0,0.2540614008903503,2.4712843894958496,30.539527893066406,65.2494888305664,22.938398361206055,2026.0
7,12.50300121307373,0.0,12.50300121307373,1082.0,0.0503581799566745,0.0,0.0,0.0,0.0,17179869184.0,13650198528.0,5368709120.0,3745579008.0,2628.0,0.2540614008903503,2.4712843894958496,30.539527893066406,65.2494888305664,22.938398361206055,2026.0
8,12.50300121307373,0.0,12.50300121307373,1082.0,0.0503581799566745,0.0,0.0,0.0,0.0,17179869184.0,13650198528.0,5368709120.0,3745579008.0,2628.0,0.2540614008903503,2.4712843894958496,30.539527893066406,65.2494888305664,22.938398361206055,2026.0
9,12.50300121307373,0.0,12.50300121307373,1082.0,0.0503581799566745,0.0,0.0,0.0,0.0,17179869184.0,13650198528.0,5368709120.0,3745579008.0,2628.0,0.2540614008903503,2.4712843894958496,30.539527893066406,65.2494888305664,22.938398361206055,2026.0
10,12.50300121307373,0.0,12.50300121307373,1082.0,0.0503581799566745,0.0,0.0,0.0,0.0,17179869184.0,13650198528.0,5368709120.0,3745579008.0,2628.0,0.2540614008903503,2.4712843894958496,30.539527893066406,65.2494888305664,22.938398361206055,2026.0
11,12.40129852294922,0.0,12.40129852294922,1128.0,0.0447466038167476,0.0,0.0,0.0,0.0,17179869184.0,13652459520.0,5368709120.0,3745579008.0,2409.0,0.2547148168087005,2.487391948699951,30.619672775268555,65.98564910888672,5.8734002113342285,2026.0
12,12.40129852294922,0.0,12.40129852294922,1128.0,0.0447466038167476,0.0,0.0,0.0,0.0,17179869184.0,13652459520.0,5368709120.0,3745579008.0,2409.0,0.2547148168087005,2.487391948699951,30.619672775268555,65.98564910888672,5.8734002113342285,2026.0
13,12.40129852294922,0.0,12.40129852294922,1128.0,0.0447466038167476,0.0,0.0,0.0,0.0,17179869184.0,13652459520.0,5368709120.0,3745579008.0,2409.0,0.2547148168087005,2.487391948699951,30.619672775268555,65.98564910888672,5.8734002113342285,2026.0
14,12.40129852294922,0.0,12.40129852294922,1128.0,0.0447466038167476,0.0,0.0,0.0,0.0,17179869184.0,13652459520.0,5368709120.0,3745579008.0,2409.0,0.2547148168087005,2.487391948699951,30.619672775268555,65.98564910888672,5.8734002113342285,2026.0
15,12.40129852294922,0.0,12.40129852294922,1128.0,0.0447466038167476,0.0,0.0,0.0,0.0,17179869184.0,13652459520.0,5368709120.0,3745579008.0,2409.0,0.2547148168087005,2.487391948699951,30.619672775268555,65.98564910888672,5.8734002113342285,2026.0
16,12.593737602233888,0.0,12.590161323547363,1399.0,0.0735813304781913,0.003575942479074,0.0,111.0,0.0023300668690353,17179869184.0,13661683712.0,5368709120.0,3745579008.0,2737.0,0.2624458968639374,2.4842913150787354,30.76615524291992,66.25782012939453,58.15544891357422,2026.0
17,12.593737602233888,0.0,12.590161323547363,1399.0,0.0735813304781913,0.003575942479074,0.0,111.0,0.0023300668690353,17179869184.0,13661683712.0,5368709120.0,3745579008.0,2737.0,0.2624458968639374,2.4842913150787354,30.76615524291992,66.25782012939453,58.15544891357422,2026.0
18,12.593737602233888,0.0,12.590161323547363,1399.0,0.0735813304781913,0.003575942479074,0.0,111.0,0.0023300668690353,17179869184.0,13661683712.0,5368709120.0,3745579008.0,2737.0,0.2624458968639374,2.4842913150787354,30.76615524291992,66.25782012939453,58.15544891357422,2026.0
19,12.593737602233888,0.0,12.590161323547363,1399.0,0.0735813304781913,0.003575942479074,0.0,111.0,0.0023300668690353,17179869184.0,13661683712.0,5368709120.0,3745579008.0,2737.0,0.2624458968639374,2.4842913150787354,30.76615524291992,66.25782012939453,58.15544891357422,2026.0
20,12.593737602233888,0.0,12.590161323547363,1399.0,0.0735813304781913,0.003575942479074,0.0,111.0,0.0023300668690353,17179869184.0,13661683712.0,5368709120.0,3745579008.0,2737.0,0.2624458968639374,2.4842913150787354,30.76615524291992,66.25782012939453,58.15544891357422,2026.0
21,12.42868995666504,0.0,12.428644180297852,1271.0,0.0693828910589218,4.54649816674646e-05,0.0009727626456879,111.0,0.0006743781268596,17179869184.0,13659340800.0,5368709120.0,3745579008.0,2080.0,0.2544319629669189,2.4873290061950684,30.60307502746582,66.2513198852539,58.201805114746094,2026.0
