config,benign_run_alert_rate,benign_persist_alerts_per_hour,benign_block_alerts_per_hour,anomaly_detect_rate,median_time_to_detect_s,p90_time_to_detect_s,detect_within_120s,detect_within_300s,detect_within_600s,feature_profile
tier0,0.0,0.0,0.0,0.3,64.5,620.0,0.2,0.2,0.25,full
tier0_tier1,0.0,0.0,0.0,0.6,66.5,782.5000000000001,0.4,0.45,0.5,full
tier0_tier1_tier2,0.0,0.0,0.0,0.95,47.0,629.9999999999999,0.7,0.7,0.85,full
