workload,base_stressor,original_case_id,original_anomaly_warning_s,crash_pilot_anomaly_warning_s,crash_time_s,lead_time_s,anomaly_warning_shift_s,original_top_feature_1,original_top_feature_2,pilot_control_case_id,pilot_abort_case_id,original_warning_s,pilot_warning_s,warning_shift_s
VIDEO_SW,MEMBW,VIDEO_SW__MEMBW,45.0,62.0,174.566567,112.56656699999999,17.0,tier0:uptime_s,tier0:mem_inactive_bytes,VIDEO_SW__MEMBW_CONTROL,VIDEO_SW__MEMBW_ABORT,45.0,62.0,17.0
