config,n_cases,top1_acc,top2_acc,balanced_acc,macro_f1,mean_margin_to_second,median_margin_to_second,feature_profile
tier0,20,0.1,0.45,0.1,0.07333333333333333,0.015857280297467177,0.009815129478108281,mixed
tier0_tier1,20,0.2,0.25,0.2,0.17230769230769233,0.07713189534874036,0.06507756933051173,mixed
tier0_tier1_tier2,20,0.1,0.4,0.1,0.09350649350649351,0.06850129248175091,0.038859406132305235,mixed
