feature_profile,config,n_cases,n_features,fit_eval_seconds,roc_auc,pr_auc,roc_auc_wc,pr_auc_wc,fpr_run_alert,tpr_run_alert,median_nominal_score,median_anomaly_score,median_nominal_score_wc,median_anomaly_score_wc
full,tier0,24,46,2.3648702920181677,0.7749999999999999,0.9197342292640279,1.0,1.0000000000000002,0.25,0.3,0.004800730867536865,0.009448070664166041,0.0,0.005129783292778729
full,tier0_tier1,24,64,3.024990375037305,0.8125,0.9494841351552383,1.0,1.0000000000000002,0.25,0.65,0.008005324565045999,0.020517035346963246,0.0,0.00948317661887545
full,tier0_tier1_tier2,24,75,3.652116374927573,0.95,0.9897096908939014,1.0,1.0000000000000002,0.25,0.95,0.002613314614680248,0.007014874745588444,0.0,0.0038958681229626633
