config,n_cases,top1_acc,top2_acc,balanced_acc,macro_f1,mean_margin_to_second,median_margin_to_second
tier0,20,0.25,0.45,0.25,0.19272727272727275,0.011562009707642288,0.008166695353147273
tier0_tier1,20,0.25,0.5,0.25,0.2126984126984127,0.012231626149402954,0.010972037625744453
tier0_tier1_tier2,20,0.3,0.45,0.3,0.23714285714285716,0.012872072251895633,0.011069483414898489
