config,holdout_workload,roc_auc,pr_auc,fpr,tpr,benign_run_keep_rate,roc_auc_wc,pr_auc_wc,n_features
tier0,ALL,0.7749999999999999,0.9197342292640279,0.25,0.3,0.75,1.0,1.0000000000000002,46
tier0_tier1,ALL,0.8125,0.9494841351552383,0.25,0.7,0.75,1.0,1.0000000000000002,64
tier0_tier1_tier2,ALL,0.95,0.9897096908939014,0.25,0.95,0.75,1.0,1.0000000000000002,75
