config,n_cases,top1_acc,top2_acc,balanced_acc,macro_f1,mean_margin_to_second,median_margin_to_second,feature_profile
tier0,20,0.2,0.5,0.2,0.2063636363636364,0.01570860851246685,0.011093355784596567,mixed
tier0_tier1,20,0.15,0.25,0.15,0.13333333333333333,0.07649104480711984,0.06543383994472979,mixed
tier0_tier1_tier2,20,0.1,0.35,0.1,0.08636363636363636,0.06847356558870221,0.03932625448496602,mixed
