config,benign_run_alert_rate,benign_persist_alerts_per_hour,benign_block_alerts_per_hour,anomaly_detect_rate,median_time_to_detect_s,p90_time_to_detect_s,detect_within_120s,detect_within_300s,detect_within_600s,feature_profile
tier0,0.25,2.7551020408163267,4.591836734693878,0.35,71.0,551.2000000000002,0.25,0.25,0.3,full
tier0_tier1,0.25,2.7551020408163267,4.591836734693878,0.65,33.0,752.0000000000002,0.5,0.5,0.55,full
tier0_tier1_tier2,0.25,2.7551020408163267,4.591836734693878,0.95,22.0,542.1999999999998,0.75,0.75,0.85,full
