idx,all_power,ane_power,cpu_power,ecpu_usage_0,ecpu_usage_1,gpu_power,gpu_ram_power,gpu_usage_0,gpu_usage_1,memory_ram_total,memory_ram_usage,memory_swap_total,memory_swap_usage,pcpu_usage_0,pcpu_usage_1,ram_power,sys_power,temp_cpu_temp_avg,temp_gpu_temp_avg,timestamp
0,6.267685890197754,0.0,6.243483543395996,1400.0,0.1810373812913894,0.0242022015154361,0.0009727626456879,545.0,0.0085628200322389,17179869184.0,14186774528.0,5368709120.0,3666739200.0,2157.0,0.139695718884468,0.5248244404792786,19.18971061706543,65.78751373291016,59.7659797668457,2026.0
1,6.267685890197754,0.0,6.243483543395996,1400.0,0.1810373812913894,0.0242022015154361,0.0009727626456879,545.0,0.0085628200322389,17179869184.0,14186774528.0,5368709120.0,3666739200.0,2157.0,0.139695718884468,0.5248244404792786,19.18971061706543,65.78751373291016,59.7659797668457,2026.0
2,6.267685890197754,0.0,6.243483543395996,1400.0,0.1810373812913894,0.0242022015154361,0.0009727626456879,545.0,0.0085628200322389,17179869184.0,14186774528.0,5368709120.0,3666739200.0,2157.0,0.139695718884468,0.5248244404792786,19.18971061706543,65.78751373291016,59.7659797668457,2026.0
3,6.267685890197754,0.0,6.243483543395996,1400.0,0.1810373812913894,0.0242022015154361,0.0009727626456879,545.0,0.0085628200322389,17179869184.0,14186774528.0,5368709120.0,3666739200.0,2157.0,0.139695718884468,0.5248244404792786,19.18971061706543,65.78751373291016,59.7659797668457,2026.0
4,6.267685890197754,0.0,6.243483543395996,1400.0,0.1810373812913894,0.0242022015154361,0.0009727626456879,545.0,0.0085628200322389,17179869184.0,14186774528.0,5368709120.0,3666739200.0,2157.0,0.139695718884468,0.5248244404792786,19.18971061706543,65.78751373291016,59.7659797668457,2026.0
5,6.51807165145874,0.0,6.494946002960205,1549.0,0.2262119352817535,0.0231257416307926,0.0009727626456879,444.0,0.0072345444932579,17179869184.0,14190329856.0,5368709120.0,3666739200.0,2345.0,0.1459690481424331,0.5253738164901733,16.78253173828125,65.8240966796875,59.55603790283203,2026.0
6,6.51807165145874,0.0,6.494946002960205,1549.0,0.2262119352817535,0.0231257416307926,0.0009727626456879,444.0,0.0072345444932579,17179869184.0,14190329856.0,5368709120.0,3666739200.0,2345.0,0.1459690481424331,0.5253738164901733,16.78253173828125,65.8240966796875,59.55603790283203,2026.0
7,6.51807165145874,0.0,6.494946002960205,1549.0,0.2262119352817535,0.0231257416307926,0.0009727626456879,444.0,0.0072345444932579,17179869184.0,14190329856.0,5368709120.0,3666739200.0,2345.0,0.1459690481424331,0.5253738164901733,16.78253173828125,65.8240966796875,59.55603790283203,2026.0
8,6.51807165145874,0.0,6.494946002960205,1549.0,0.2262119352817535,0.0231257416307926,0.0009727626456879,444.0,0.0072345444932579,17179869184.0,14190329856.0,5368709120.0,3666739200.0,2345.0,0.1459690481424331,0.5253738164901733,16.78253173828125,65.8240966796875,59.55603790283203,2026.0
9,6.51807165145874,0.0,6.494946002960205,1549.0,0.2262119352817535,0.0231257416307926,0.0009727626456879,444.0,0.0072345444932579,17179869184.0,14190329856.0,5368709120.0,3666739200.0,2345.0,0.1459690481424331,0.5253738164901733,16.78253173828125,65.8240966796875,59.55603790283203,2026.0
10,6.516348838806152,0.0,6.493179798126221,1481.0,0.1746365875005722,0.0231691058725118,0.0,487.0,0.0086119873449206,17179869184.0,14182629376.0,5368709120.0,3666739200.0,2895.0,0.148856058716774,0.5102112889289856,16.933401107788086,66.01305389404297,59.4088020324707,2026.0
11,6.516348838806152,0.0,6.493179798126221,1481.0,0.1746365875005722,0.0231691058725118,0.0,487.0,0.0086119873449206,17179869184.0,14182629376.0,5368709120.0,3666739200.0,2895.0,0.148856058716774,0.5102112889289856,16.933401107788086,66.01305389404297,59.4088020324707,2026.0
12,6.516348838806152,0.0,6.493179798126221,1481.0,0.1746365875005722,0.0231691058725118,0.0,487.0,0.0086119873449206,17179869184.0,14182629376.0,5368709120.0,3666739200.0,2895.0,0.148856058716774,0.5102112889289856,16.933401107788086,66.01305389404297,59.4088020324707,2026.0
13,6.516348838806152,0.0,6.493179798126221,1481.0,0.1746365875005722,0.0231691058725118,0.0,487.0,0.0086119873449206,17179869184.0,14182629376.0,5368709120.0,3666739200.0,2895.0,0.148856058716774,0.5102112889289856,16.933401107788086,66.01305389404297,59.4088020324707,2026.0
14,6.516348838806152,0.0,6.493179798126221,1481.0,0.1746365875005722,0.0231691058725118,0.0,487.0,0.0086119873449206,17179869184.0,14182629376.0,5368709120.0,3666739200.0,2895.0,0.148856058716774,0.5102112889289856,16.933401107788086,66.01305389404297,59.4088020324707,2026.0
15,6.448254108428955,0.0,6.42453670501709,1236.0,0.1320520043373108,0.0237175021320581,0.0009293680777773,548.0,0.0083553437143564,17179869184.0,14171226112.0,5368709120.0,3666739200.0,2919.0,0.148529976606369,0.50603187084198,16.418066024780273,66.05314636230469,59.25336837768555,2026.0
16,6.448254108428955,0.0,6.42453670501709,1236.0,0.1320520043373108,0.0237175021320581,0.0009293680777773,548.0,0.0083553437143564,17179869184.0,14171226112.0,5368709120.0,3666739200.0,2919.0,0.148529976606369,0.50603187084198,16.418066024780273,66.05314636230469,59.25336837768555,2026.0
17,6.448254108428955,0.0,6.42453670501709,1236.0,0.1320520043373108,0.0237175021320581,0.0009293680777773,548.0,0.0083553437143564,17179869184.0,14171226112.0,5368709120.0,3666739200.0,2919.0,0.148529976606369,0.50603187084198,16.418066024780273,66.05314636230469,59.25336837768555,2026.0
18,6.448254108428955,0.0,6.42453670501709,1236.0,0.1320520043373108,0.0237175021320581,0.0009293680777773,548.0,0.0083553437143564,17179869184.0,14171226112.0,5368709120.0,3666739200.0,2919.0,0.148529976606369,0.50603187084198,16.418066024780273,66.05314636230469,59.25336837768555,2026.0
