config,benign_run_alert_rate,benign_run_keep_rate,benign_persist_alerts_per_hour,benign_block_alerts_per_hour,anomaly_detect_rate,median_time_to_detect_s,p90_time_to_detect_s,detect_within_120s,detect_within_300s,detect_within_600s
tier0,0.25,0.75,66.80412371134021,70.51546391752578,0.3,53.0,605.5,0.2,0.2,0.25
tier0_tier1,0.25,0.75,66.80412371134021,68.65979381443299,0.7,59.5,772.0000000000002,0.45,0.45,0.55
tier0_tier1_tier2,0.25,0.75,65.87628865979381,67.73195876288659,0.95,32.0,588.1999999999998,0.7,0.7,0.85
