config,n_cases,top1_acc,top2_acc,balanced_acc,macro_f1,mean_margin_to_second,median_margin_to_second
tier0,20,0.25,0.55,0.25,0.19717171717171716,0.011630318921230409,0.008876109418739522
tier0_tier1,20,0.1,0.45,0.1,0.08333333333333333,0.013207854201748548,0.010674770484248336
tier0_tier1_tier2,20,0.2,0.45,0.2,0.1393939393939394,0.014677361978696696,0.013082698333772666
