config,n_cases,top1_acc,top2_acc,balanced_acc,macro_f1,mean_margin_to_second,median_margin_to_second,feature_profile
tier0,20,0.1,0.55,0.1,0.11636363636363636,0.015434818390261345,0.008308762688939389,full
tier0_tier1,20,0.15,0.35,0.15,0.12444444444444444,0.042078734333832656,0.035580448143275045,full
tier0_tier1_tier2,20,0.15,0.35,0.15,0.14714285714285716,0.02034745313154552,0.020110290097314992,full
