config,benign_run_alert_rate,benign_run_keep_rate,benign_persist_alerts_per_hour,benign_block_alerts_per_hour,anomaly_detect_rate,median_time_to_detect_s,p90_time_to_detect_s,detect_within_120s,detect_within_300s,detect_within_600s
tier0,0.25,0.75,23.195876288659793,26.90721649484536,0.3,58.5,720.5,0.2,0.2,0.2
tier0_tier1,0.25,0.75,24.123711340206185,27.835051546391753,0.55,83.0,823.0,0.3,0.3,0.4
tier0_tier1_tier2,0.25,0.75,23.195876288659793,26.90721649484536,0.55,81.0,821.0,0.3,0.3,0.45
