config,n_cases,top1_acc,top2_acc,balanced_acc,macro_f1,mean_margin_to_second,median_margin_to_second,feature_profile
tier0,20,0.15,0.65,0.15,0.15333333333333335,0.017588216603185425,0.016076743049881673,mixed
tier0_tier1,20,0.2,0.4,0.2,0.2,0.042450624403871304,0.03223862243368249,mixed
tier0_tier1_tier2,20,0.1,0.4,0.1,0.08888888888888888,0.031826919739923264,0.01495378470114235,mixed
