config,benign_run_alert_rate,benign_persist_alerts_per_hour,benign_block_alerts_per_hour,anomaly_detect_rate,median_time_to_detect_s,p90_time_to_detect_s,detect_within_120s,detect_within_300s,detect_within_600s,feature_profile
tier0,0.25,0.9278350515463918,2.783505154639175,0.3,52.5,603.5,0.2,0.2,0.25,full
tier0_tier1,0.25,0.9278350515463918,2.783505154639175,0.65,36.0,753.4000000000002,0.45,0.45,0.55,full
tier0_tier1_tier2,0.25,0.9278350515463918,2.783505154639175,0.95,32.0,770.0,0.65,0.65,0.75,full
