stressor,roc_auc,pr_auc,roc_auc_wc,pr_auc_wc,median_neg_score,median_pos_score,median_neg_score_wc,median_pos_score_wc,pos_neg_ratio,pos_neg_diff,pos_neg_ratio_wc,pos_neg_diff_wc
ATOMIC,0.9375,0.95,1.0,1.0,0.0027884475053260756,0.006805870941407256,0.0,0.0031733029572529794,2.440221917928353,0.004017423436081181,3174.3029572529795,0.0031733029572529794
BRANCH,0.9375,0.95,1.0,1.0,0.0027884475053260756,0.010142849051707531,0.0,0.006930101437879331,3.6365083165534435,0.007354401546381456,6931.101437879332,0.006930101437879331
CACHE,0.9375,0.95,1.0,1.0,0.0027884475053260756,0.008744297562238483,0.0,0.00543099043639007,3.1351360961410855,0.0059558500569124075,5431.9904363900705,0.00543099043639007
MEMBW,1.0,1.0,1.0,1.0,0.0027884475053260756,0.007998182075426623,0.0,0.004547124295692472,2.8676582226958054,0.005209734570100547,4548.1242956924725,0.004547124295692472
TLB,0.9375,0.95,1.0,1.0,0.0027884475053260756,0.007576061376534096,0.0,0.004727887908273071,2.7163305142207244,0.00478761387120802,4728.887908273072,0.004727887908273071
