stressor,tier0_share,tier1_alt_share,tier2_share,dominant_tier_mode,feature_profile
ATOMIC,0.5995624515703227,0.26883966028776063,0.13159788814191664,tier0,full
BRANCH,0.6308146601249186,0.21634618175759596,0.15283915811748555,tier0,full
CACHE,0.5049902898087133,0.20395070955742992,0.29105900063385676,tier0,full
MEMBW,0.6404857685363196,0.2430013882602925,0.11651284320338799,tier0,full
TLB,0.5764845607948142,0.27745066512148703,0.14606477408369872,tier0,full
