feature_profile,stressor,roc_auc,pr_auc,roc_auc_wc,pr_auc_wc,median_neg_score,median_pos_score,median_neg_score_wc,median_pos_score_wc,pos_neg_ratio,pos_neg_diff,pos_neg_ratio_wc,pos_neg_diff_wc
full,ATOMIC,0.9375,0.95,1.0,1.0,0.0027445848076641396,0.00733846384731817,0.0,0.0036155217014795906,2.67318781296811,0.00459387903965403,3616.521701479591,0.0036155217014795906
full,BRANCH,1.0,1.0,1.0,1.0,0.0027445848076641396,0.008553541410892086,0.0,0.006106151208669051,3.1157447356980494,0.0058089566032279456,6107.151208669052,0.006106151208669051
full,CACHE,0.9375,0.95,1.0,1.0,0.0027445848076641396,0.00951039902877458,0.0,0.006257861362293277,3.464252498128655,0.006765814221110439,6258.861362293277,0.006257861362293277
full,MEMBW,1.0,1.0,1.0,1.0,0.0027445848076641396,0.008410793195988898,0.0,0.005014121730118856,3.063752819620748,0.0056662083883247585,5015.121730118856,0.005014121730118856
full,TLB,0.9375,0.95,1.0,1.0,0.0027445848076641396,0.006548847346430144,0.0,0.004389351791741467,2.3855927990811385,0.0038042625387660046,4390.351791741467,0.004389351791741467
