config,n_cases,top1_acc,top2_acc,balanced_acc,macro_f1,mean_margin_to_second,median_margin_to_second,feature_profile
tier0,20,0.3,0.55,0.3,0.2765367965367965,0.015980828166171086,0.01340483346771254,full
tier0_tier1,20,0.2,0.45,0.2,0.18,0.02860135295727335,0.018773570081393964,full
tier0_tier1_tier2,20,0.2,0.3,0.2,0.18888888888888888,0.015508835901400411,0.015245840772674699,full
