feature_profile,config,n_cases,n_features,fit_eval_seconds,roc_auc,pr_auc,roc_auc_wc,pr_auc_wc,fpr_run_alert,tpr_run_alert,median_nominal_score,median_anomaly_score,median_nominal_score_wc,median_anomaly_score_wc
full,tier0,24,46,2.496628916996997,0.8,0.9318987314285302,1.0,1.0000000000000002,0.0,0.3,0.005517514818734971,0.0119595913305649,0.0,0.00656111728612456
full,tier0_tier1,24,64,3.099015457992209,0.8124999999999999,0.9532280965078953,1.0,1.0000000000000002,0.0,0.55,0.007631807381493631,0.025278945958191582,0.0,0.012090542075726992
full,tier0_tier1_tier2,24,75,3.8660292499989737,0.9625,0.9924874686716791,1.0,1.0000000000000002,0.0,0.95,0.0027445848076641396,0.0077576821397904675,0.0,0.0044767959106876655
