config,n_cases,top1_acc,top2_acc,balanced_acc,macro_f1,mean_margin_to_second,median_margin_to_second,feature_profile
tier0,20,0.4,0.6,0.4,0.3224242424242424,0.02381130779803228,0.01822786862907147,full
tier0_tier1,20,0.2,0.35,0.2,0.1641025641025641,0.01337775065314441,0.011184353311806144,full
tier0_tier1_tier2,20,0.3,0.4,0.3,0.2,0.023668645405303473,0.02129448284007203,full
