stressor,dominant_mechanism_mode,compute_share,memory_io_share,thermal_power_share,scheduler_runtime_share,platform_pressure_share,feature_profile
ATOMIC,compute,0.334173775346214,0.3219374304972803,0.10275723306180035,0.1267876673770973,0.11434389371760802,full
BRANCH,memory_io,0.3010012353054728,0.38308914258277,0.07522878365838709,0.15584578459616977,0.08483505385720035,full
CACHE,compute,0.45779244239195255,0.30913639397277515,0.06621205516872006,0.09381406652033697,0.07304504194621532,full
MEMBW,memory_io,0.30846589915335776,0.3631989728382522,0.0960871997819207,0.12274730076363785,0.1095006274628314,full
TLB,compute,0.3322762088596761,0.339592697319411,0.10596557122007821,0.12737834868664016,0.09478717391419451,full
