config,n_cases,top1_acc,top2_acc,family_acc,balanced_acc,macro_f1,coverage,abstain_rate,selective_top1_acc,selective_top2_acc,selective_balanced_acc,selective_macro_f1,mean_margin_to_second,median_margin_to_second,mean_family_margin,median_family_margin,family_margin_tau,confidence_tau,feature_profile
tier0,20,0.2,0.6,0.4,0.2,0.16333333333333333,0.7,0.3,0.21428571428571427,0.6428571428571429,0.2,0.15714285714285714,-0.006942371950858496,0.005511800024984276,0.014216672353907101,0.010873163781946958,0.010474823129139037,-0.057799601398297644,full
tier0_tier1,20,0.25,0.45,0.5,0.25,0.2582051282051282,0.55,0.45,0.2727272727272727,0.45454545454545453,0.26666666666666666,0.26666666666666666,-0.008677917966448314,0.0024594297466950243,0.023534816175966124,0.024354141593186572,0.013680501562324275,0.022198350524582924,full
tier0_tier1_tier2,20,0.3,0.45,0.4,0.3,0.26666666666666666,0.75,0.25,0.26666666666666666,0.4,0.26666666666666666,0.24000000000000005,-0.0021363996810622606,-0.0004477511982592247,0.02008092301458613,0.016016598134674296,0.00679037725031564,-0.11409242545543939,full
