feature_profile,config,holdout_workload,roc_auc,pr_auc,roc_auc_wc,pr_auc_wc,fpr,tpr,n_features
full,tier0,ALL,0.7875,0.9218987314285301,1.0,1.0000000000000002,0.0,0.25,46
full,tier0_tier1,ALL,0.8125,0.9494841351552383,1.0,1.0000000000000002,0.0,0.4583333333333333,64
full,tier0_tier1_tier2,ALL,0.9375,0.9867685144233131,1.0,1.0000000000000002,0.0,0.7916666666666666,75
