config,n_cases,top1_acc,top2_acc,balanced_acc,macro_f1,mean_margin_to_second,median_margin_to_second,feature_profile
tier0,20,0.3,0.55,0.3,0.23290043290043289,0.027016751461439958,0.021020833878554065,mixed
tier0_tier1,20,0.3,0.65,0.3,0.2742368742368742,0.01703921362038589,0.013143129537757953,mixed
tier0_tier1_tier2,20,0.5,0.8,0.5,0.5285714285714286,0.014831841917008365,0.010030302839867514,mixed
