config,benign_run_alert_rate,benign_persist_alerts_per_hour,benign_block_alerts_per_hour,anomaly_detect_rate,median_time_to_detect_s,p90_time_to_detect_s,detect_within_120s,detect_within_300s,detect_within_600s,feature_profile
tier0,0.0,0.0,0.0,0.25,102.0,594.8000000000001,0.15,0.2,0.2,mixed
tier0_tier1,0.0,0.0,0.0,0.4,74.0,580.8,0.25,0.3,0.35,mixed
tier0_tier1_tier2,0.0,0.0,0.0,0.4,46.0,580.1999999999999,0.3,0.3,0.35,mixed
