stressor,tier0_share,tier1_alt_share,tier2_share,dominant_tier_mode,feature_profile
ATOMIC,0.6007978029508827,0.2702265999837695,0.1289755970653479,tier0,full
BRANCH,0.6363104370202275,0.21310055802930392,0.15058900495046865,tier0,full
CACHE,0.5179904135624567,0.20228351118995552,0.2797260752475877,tier0,full
MEMBW,0.6397126606332666,0.24673031211748866,0.11355702724924464,tier0,full
TLB,0.5826365058002623,0.27475464678761824,0.1426088474121193,tier0,full
