feature_profile,config,holdout_workload,roc_auc,pr_auc,roc_auc_wc,pr_auc_wc,fpr,tpr,n_features
full,tier0,ALL,0.75,0.9049723245021232,1.0,1.0000000000000002,0.041666666666666664,0.2916666666666667,46
full,tier0_tier1,ALL,0.8125,0.9494841351552383,1.0,1.0000000000000002,0.041666666666666664,0.5416666666666666,64
full,tier0_tier1_tier2,ALL,0.925,0.9836435144233132,1.0,1.0000000000000002,0.041666666666666664,0.7916666666666666,75
