workload,base_stressor,original_case_id,original_anomaly_warning_s,crash_pilot_anomaly_warning_s,crash_time_s,lead_time_s,anomaly_warning_shift_s,original_top_feature_1,original_top_feature_2,pilot_control_case_id,pilot_abort_case_id,original_warning_s,pilot_warning_s,warning_shift_s
BROWSER,BRANCH,BROWSER__BRANCH,45.0,62.0,167.478639,105.47863899999999,17.0,tier0:swap_sout_bytes,tier0:uptime_s,BROWSER__BRANCH_CONTROL,BROWSER__BRANCH_ABORT,45.0,62.0,17.0
