feature_profile,config,holdout_workload,roc_auc,pr_auc,roc_auc_wc,pr_auc_wc,fpr,tpr,n_features
full,tier0,ALL,0.7875,0.9218987314285301,1.0,1.0000000000000002,0.0,0.25,46
full,tier0_tier1,ALL,0.825,0.9514604197402184,1.0,1.0000000000000002,0.0,0.375,64
full,tier0_tier1_tier2,ALL,0.9625,0.9924874686716791,1.0,1.0000000000000002,0.0,0.7916666666666666,75
