true_stressor,CACHE,TLB,BRANCH,MEMBW,ATOMIC
CACHE,1,0,1,1,1
TLB,0,1,0,0,3
BRANCH,1,0,1,1,1
MEMBW,0,0,1,3,0
ATOMIC,0,4,0,0,0
