feature_profile,config,holdout_workload,roc_auc,pr_auc,roc_auc_wc,pr_auc_wc,fpr,tpr,n_features
mixed,tier0,ALL,0.75,0.9049723245021232,1.0,1.0000000000000002,0.041666666666666664,0.2916666666666667,46
mixed,tier0_tier1,ALL,0.7875,0.9409722303933334,1.0,1.0000000000000002,0.041666666666666664,0.5,57
mixed,tier0_tier1_tier2,ALL,0.8,0.9472222303933335,1.0,1.0000000000000002,0.041666666666666664,0.5416666666666666,64
