config,n_cases,top1_acc,top2_acc,balanced_acc,macro_f1,mean_margin_to_second,median_margin_to_second
tier0,20,0.35,0.5,0.35,0.31067821067821066,0.013266475917064294,0.009254552529562504
tier0_tier1,20,0.35,0.5,0.35,0.27999999999999997,0.01624168452517566,0.007951596997010889
tier0_tier1_tier2,20,0.35,0.55,0.35,0.28909090909090907,0.012338856943842288,0.008968982451427313
