config,feature_top1_coverage,feature_top2_coverage,feature_top3_coverage,feature_top4_coverage,feature_top5_coverage,mechanism_top1_coverage,mechanism_top2_coverage,mechanism_top3_coverage,feature_profile,profile_label,config_label
tier0,0.12211694063388193,0.18278743695220673,0.23653950865815038,0.2866380022403011,0.3304787088888957,0.5082319648522976,0.72461889881209,0.887515515595824,mixed,Mixed,Tier-0
tier0_tier1,0.13255813609732647,0.2088220698182775,0.25966852347205943,0.30593267961726145,0.3454208808529567,0.4926121002310001,0.7041842244981619,0.8497309992498303,mixed,Mixed,Tier-0/1
tier0_tier1_tier2,0.12197656126418939,0.19333894760229384,0.24007821461565598,0.2824089621180411,0.3196902680809111,0.45368082119008885,0.677634172402495,0.8627681292782052,mixed,Mixed,Tier-0/1/2
