feature_profile,profile_label,final_features,final_roc_auc,final_pr_auc,final_detect_rate,final_benign_alert_rate,final_median_ttd_s,selected_gain,selected_block_B,selected_alpha,selected_persist_k,two_stage_policy,two_stage_budget,two_stage_detect_rate,two_stage_benign_alert_rate,feature_budget_pct,feature_budget_n_features,feature_budget_pr_auc_wc
mixed,Mixed,64.0,0.8375,0.9536249219047206,0.45,0.25,62.0,,,,,Two-stage q=0.90,64.0,0.45,0.25,,,
