true_stressor,CACHE,TLB,BRANCH,MEMBW,ATOMIC
CACHE,1,3,0,0,0
TLB,2,0,0,1,1
BRANCH,1,0,0,3,0
MEMBW,1,0,1,1,1
ATOMIC,2,1,0,1,0
