config,n_cases,top1_acc,top2_acc,balanced_acc,macro_f1,mean_margin_to_second,median_margin_to_second,feature_profile
tier0,20,0.2,0.55,0.2,0.19064935064935065,0.02011529017839534,0.016832131364841456,full
tier0_tier1,20,0.35,0.7,0.35,0.3076479076479076,0.01987550101317611,0.015739067665672672,full
tier0_tier1_tier2,20,0.35,0.55,0.35,0.337012987012987,0.014911405036934982,0.011075092634206585,full
