feature_profile,config,holdout_workload,roc_auc,pr_auc,roc_auc_wc,pr_auc_wc,fpr,tpr,n_features
full,tier0,ALL,0.8125,0.9402320647618635,1.0,1.0000000000000002,0.041666666666666664,0.25,46
full,tier0_tier1,ALL,0.875,0.9725979657690689,1.0,1.0000000000000002,0.0,0.5833333333333334,64
full,tier0_tier1_tier2,ALL,0.9875,0.9976190476190476,1.0,1.0000000000000002,0.0,0.8333333333333334,75
