stressor,dominant_mechanism_mode,compute_share,memory_io_share,thermal_power_share,scheduler_runtime_share,platform_pressure_share,feature_profile
ATOMIC,memory_io,0.2653997405194701,0.40095990305963014,0.08311470381229981,0.22137643843105648,0.029149214177543466,mixed
BRANCH,memory_io,0.2504770832051191,0.45021437338169673,0.050149682492251685,0.2122607036510784,0.03689815726985405,mixed
CACHE,memory_io,0.46618675648103497,0.2744348897354774,0.06773167998257894,0.15179969118935346,0.039846982611555205,mixed
MEMBW,memory_io,0.23403397928064879,0.4712774413816349,0.05796590859133345,0.18746150989276109,0.04926116085362188,mixed
TLB,memory_io,0.3032346529374646,0.38211868297977114,0.07648612583467299,0.21360806405896365,0.024552474189127586,mixed
