feature_profile,config,n_cases,n_features,fit_eval_seconds,roc_auc,pr_auc,roc_auc_wc,pr_auc_wc,fpr_run_alert,tpr_run_alert,median_nominal_score,median_anomaly_score,median_nominal_score_wc,median_anomaly_score_wc
full,tier0,24,46,2.4812831659801304,0.7625,0.9174723245021232,1.0,1.0000000000000002,0.25,0.35,0.010371171026164016,0.0201112249438484,0.0,0.011191106638136302
full,tier0_tier1,24,64,3.1990185829345137,0.825,0.9550396907107939,1.0,1.0000000000000002,0.25,0.65,0.017169997006761195,0.043720048331963746,0.0,0.01910346797247741
full,tier0_tier1_tier2,24,75,3.6988148749805987,0.9625,0.9924874686716791,1.0,1.0000000000000002,0.25,0.95,0.0029713683821937574,0.007570990837436658,0.0,0.004178686189220168
