feature_profile,config,holdout_workload,roc_auc,pr_auc,roc_auc_wc,pr_auc_wc,fpr,tpr,n_features
full,tier0,ALL,0.7625,0.9174723245021232,1.0,1.0000000000000002,0.041666666666666664,0.2916666666666667,46
full,tier0_tier1,ALL,0.825,0.9550396907107939,1.0,1.0000000000000002,0.041666666666666664,0.5416666666666666,64
full,tier0_tier1_tier2,ALL,0.9625,0.9924874686716791,1.0,1.0000000000000002,0.041666666666666664,0.7916666666666666,75
