feature_profile,config,holdout_workload,roc_auc,pr_auc,roc_auc_wc,pr_auc_wc,fpr,tpr,n_features
full,tier0,ALL,0.7875,0.9218987314285301,1.0,1.0000000000000002,0.0,0.25,46
full,tier0_tier1,ALL,0.7999999999999999,0.9476725409523397,1.0,1.0000000000000002,0.0,0.4166666666666667,64
full,tier0_tier1_tier2,ALL,0.95,0.9897096908939014,1.0,1.0000000000000002,0.0,0.75,75
