true_stressor,CACHE,TLB,BRANCH,MEMBW,ATOMIC
CACHE,0,0,0,1,3
TLB,1,0,1,0,2
BRANCH,0,2,2,0,0
MEMBW,2,0,0,0,2
ATOMIC,2,1,1,0,0
