config,n_cases,top1_acc,top2_acc,balanced_acc,macro_f1,mean_margin_to_second,median_margin_to_second
tier0,20,0.35,0.4,0.35,0.2844444444444444,0.01334053351335438,0.009761606760946603
tier0_tier1,20,0.1,0.5,0.1,0.08444444444444445,0.015292551143067715,0.011848383524607313
tier0_tier1_tier2,20,0.2,0.5,0.2,0.1393939393939394,0.01642175300623335,0.01327538932968918
