config,n_cases,top1_acc,top2_acc,balanced_acc,macro_f1,mean_margin_to_second,median_margin_to_second
tier0,20,0.25,0.5,0.25,0.19717171717171716,0.010414070444353826,0.006740166219502668
tier0_tier1,20,0.1,0.4,0.1,0.09444444444444444,0.012401164982631363,0.00908790308130484
tier0_tier1_tier2,20,0.2,0.5,0.2,0.14545454545454545,0.017362342604778508,0.014839401640365693
