stressor,tier0_share,tier1_alt_share,tier2_share,dominant_tier_mode
ATOMIC,0.7341546814547789,0.1872665896878566,0.07857872885736453,tier0
BRANCH,0.7785457069284716,0.13945733497669732,0.08199695809483121,tier0
CACHE,0.6226408463109198,0.1490861327117524,0.2282730209773279,tier0
MEMBW,0.773689568909314,0.1605378010212288,0.06577263006945733,tier0
TLB,0.7285491328788671,0.18941876219496595,0.08203210492616689,tier0
