config,benign_run_alert_rate,benign_run_keep_rate,benign_persist_alerts_per_hour,benign_block_alerts_per_hour,anomaly_detect_rate,median_time_to_detect_s,p90_time_to_detect_s,detect_within_120s,detect_within_300s,detect_within_600s
tier0,0.25,0.75,73.18681318681318,75.16483516483517,0.3,92.5,689.5,0.2,0.2,0.25
tier0_tier1,0.25,0.75,65.27472527472527,67.25274725274726,0.55,92.0,837.0,0.3,0.35,0.4
tier0_tier1_tier2,0.25,0.75,62.30769230769231,64.28571428571429,0.95,92.0,791.6,0.6,0.6,0.7
