stressor,dominant_mechanism_mode,compute_share,memory_io_share,thermal_power_share,scheduler_runtime_share,platform_pressure_share
ATOMIC,memory_io,0.23300781099225312,0.3073724072131875,0.06643599464934714,0.2375351419128268,0.15564864523238553
BRANCH,memory_io,0.1879789163510121,0.36208557600361513,0.04475672912822809,0.2528289507475675,0.152349827769577
CACHE,memory_io,0.3569027460221436,0.31910129305440327,0.04421609541627576,0.18532416489886727,0.09445570060830995
MEMBW,memory_io,0.2021095573909567,0.34969094570602033,0.060689928763951115,0.22995026074044256,0.1575593073986294
TLB,memory_io,0.219471444449647,0.32753905882317746,0.06888551548815913,0.23628846844211565,0.1478155127969007
